Date,ID_31,ID_32,temp_C,humidity
2023-01-01 00:00:00,5.101604975278035,0.0,-1.7017851592429802,83.09865159647369
2023-01-01 00:15:00,5.317013596992157,0.3006073511461838,-3.8516828205674614,65.42154483548204
2023-01-01 00:30:00,5.972144153314705,0.0,-0.9853618012232761,60.33400305441102
2023-01-01 00:45:00,5.113656131994238,0.0,-0.6795553324691759,78.67347321791617
2023-01-01 01:00:00,5.998933552141222,0.13300232230159786,-5.440786739869312,80.28016299091718
2023-01-01 01:15:00,5.0316316356956445,0.0,-4.40099221384228,70.42670098453611
2023-01-01 01:30:00,5.6906016211398125,0.4357638595414923,-2.111334623041653,71.97706158918048
2023-01-01 01:45:00,6.019464035806577,0.12307273735127333,-2.8202413815653853,72.69560781986439
2023-01-01 02:00:00,4.920810308734454,0.07675761733800623,-2.203212057197026,70.58284421821898
2023-01-01 02:15:00,5.86622413251025,0.0,-3.5395738560903163,63.05278185404942
2023-01-01 02:30:00,5.950320293195729,0.0,-0.7660398795909709,53.72102880767525
2023-01-01 02:45:00,5.382175775902808,0.033319295264664275,-0.9269823107528881,63.67322875466181
2023-01-01 03:00:00,6.246535891016476,0.2355873727232168,-1.6645710701115708,80.22858332431494
2023-01-01 03:15:00,5.414480396184217,0.0,0.03499357537705228,79.10448615605829
2023-01-01 03:30:00,5.5577004428714165,0.24288427354380085,-1.0189492785566023,67.24413763589143
2023-01-01 03:45:00,5.900816618283985,0.09586511133240197,-3.1402037380392738,64.7643776552894
2023-01-01 04:00:00,6.12795799374242,0.024390819958400284,-0.538031324699253,70.09915237813568
2023-01-01 04:15:00,4.086645981455817,0.0,-2.6606157137372444,72.76237974379194
2023-01-01 04:30:00,4.467036289206479,0.0,0.280746255465941,71.37972011139159
2023-01-01 04:45:00,4.856078263512001,0.0,-1.2030260595061888,53.80024875057936
2023-01-01 05:00:00,5.873858670814703,0.13779872898903045,-0.5888673352969388,87.41763097118852
2023-01-01 05:15:00,5.7505032020309566,0.31211623265368066,-1.3809446023058052,75.89960369010645
2023-01-01 05:30:00,4.626484532222885,0.04080861150826126,1.6662393317391067,65.47982631217072
2023-01-01 05:45:00,6.469842933638878,0.0,-0.5354431616265627,64.11748874833613
2023-01-01 06:00:00,5.800932694998916,0.03636729854297438,-0.0071655677144008,73.92956661864915
2023-01-01 06:15:00,5.378026137594135,0.008625210648660286,0.11637668403636048,70.87926634297816
2023-01-01 06:30:00,5.826883797244422,0.06537603193258783,1.5331167773192091,67.3263915063517
2023-01-01 06:45:00,5.462366454892367,0.17789780360268376,1.2677645975256011,69.73579612382439
2023-01-01 07:00:00,7.3174232558981815,0.0,2.380334766056391,65.41941456180719
2023-01-01 07:15:00,7.446885065481316,0.0,2.410908803253015,68.4824465517014
2023-01-01 07:30:00,7.64953218194392,0.025220322793323424,5.149864269106178,68.23828569043609
2023-01-01 07:45:00,7.072577875729963,0.21535681083488983,1.074597289054037,69.20022341324893
2023-01-01 08:00:00,6.813934644313361,0.0,1.9421826349514535,68.19178528197035
2023-01-01 08:15:00,7.324992522321677,0.1416564248194493,1.4613684402336242,75.1880660470802
2023-01-01 08:30:00,7.662671546070694,0.0,3.7506059836407086,55.4168724965767
